json_data,list-card-link href,list-card-addr,list-card-extra-info,list-card-price,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-details 3,list-card-label 3,list-card-statusText,list-card-variable-text,list-card-link src,j
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""85 Clay St Apt 4r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""85 Clay St APT 4R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736885,""longitude"":-73.954348},""url"":""https://www.zillow.com/homedetails/85-Clay-St-APT-4R-Brooklyn-NY-11222/2092558574_zpid/""}",https://www.zillow.com/homedetails/85-Clay-St-APT-4R-Brooklyn-NY-11222/2092558574_zpid/,"85 Clay St APT 4R, Brooklyn, NY 11222",LISTING BY: TERRA MAGIA INC,"$2,850/mo",2,bds,2,ba,--,sqft,Apartment for rent,11 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""57 Jewel St Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""57 Jewel St APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726338,""longitude"":-73.946574},""url"":""https://www.zillow.com/homedetails/57-Jewel-St-APT-1L-Brooklyn-NY-11222/2075361265_zpid/""}",https://www.zillow.com/homedetails/57-Jewel-St-APT-1L-Brooklyn-NY-11222/2075361265_zpid/,"57 Jewel St APT 1L, Brooklyn, NY 11222",LISTING BY: NEST SEEKERS INTERNATIONAL,"$1,954/mo",1,bd,1,ba,--,sqft,Apartment for rent,11 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""848 Manhattan Ave #3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""848 Manhattan Ave #3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729055,""longitude"":-73.953472},""url"":""https://www.zillow.com/homedetails/848-Manhattan-Ave-3-Brooklyn-NY-11222/2080239272_zpid/""}",https://www.zillow.com/homedetails/848-Manhattan-Ave-3-Brooklyn-NY-11222/2080239272_zpid/,"848 Manhattan Ave #3, Brooklyn, NY 11222",LISTING BY: HIGHLINE RESIDENTIAL,"$2,800/mo",2,bds,1,ba,--,sqft,Apartment for rent,11 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""157 Newell St #3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""157 Newell St #3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72757,""longitude"":-73.949292},""url"":""https://www.zillow.com/homedetails/157-Newell-St-3-Brooklyn-NY-11222/2076621424_zpid/""}",https://www.zillow.com/homedetails/157-Newell-St-3-Brooklyn-NY-11222/2076621424_zpid/,"157 Newell St #3, Brooklyn, NY 11222",LISTING BY: DOUGLAS ELLIMAN (718-486-4491),"$2,500/mo",2,bds,1,ba,--,sqft,Apartment for rent,11 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""76 Diamond St Apt 2l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""76 Diamond St APT 2L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725472,""longitude"":-73.946482},""url"":""https://www.zillow.com/homedetails/76-Diamond-St-APT-2L-Brooklyn-NY-11222/2090987518_zpid/""}",https://www.zillow.com/homedetails/76-Diamond-St-APT-2L-Brooklyn-NY-11222/2090987518_zpid/,"76 Diamond St APT 2L, Brooklyn, NY 11222",LISTING BY: DOUGLAS ELLIMAN (718-486-4491),"$2,200/mo",2,bds,1,ba,800,sqft,Apartment for rent,11 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""941 Manhattan Ave Apt 2f, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""941 Manhattan Ave APT 2F"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.731408,""longitude"":-73.954701},""url"":""https://www.zillow.com/homedetails/941-Manhattan-Ave-APT-2F-Brooklyn-NY-11222/2096417012_zpid/""}",https://www.zillow.com/homedetails/941-Manhattan-Ave-APT-2F-Brooklyn-NY-11222/2096417012_zpid/,"941 Manhattan Ave APT 2F, Brooklyn, NY 11222","LISTING BY: BELVEDERE BRIDGE REALTY, LLC (718-416-1111)","$2,000/mo",2,bds,1,ba,--,sqft,Apartment for rent,11 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""160 Eagle St Apt 1r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""298""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""160 Eagle St APT 1R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.735022,""longitude"":-73.954223},""url"":""https://www.zillow.com/homedetails/160-Eagle-St-APT-1R-Brooklyn-NY-11222/2073174125_zpid/""}",https://www.zillow.com/homedetails/160-Eagle-St-APT-1R-Brooklyn-NY-11222/2073174125_zpid/,"160 Eagle St APT 1R, Brooklyn, NY 11222",LISTING BY: DOUGLAS ELLIMAN (917-623-1646),"$1,700/mo",--,bds,1,ba,298,sqft,Apartment for rent,Open: Fri. 12-1pm,https://photos.zillowstatic.com/fp/4bfd4656e34a055119af90eae54a5255-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""982 Manhattan Ave Apt 4r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""982 Manhattan Ave APT 4R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732674,""longitude"":-73.954344},""url"":""https://www.zillow.com/homedetails/982-Manhattan-Ave-APT-4R-Brooklyn-NY-11222/2102490025_zpid/""}",https://www.zillow.com/homedetails/982-Manhattan-Ave-APT-4R-Brooklyn-NY-11222/2102490025_zpid/,"982 Manhattan Ave APT 4R, Brooklyn, NY 11222",LISTING BY: NOBLE PROPERTY LLC (646-625-9161),"$2,300/mo",1,bd,1,ba,--,sqft,Apartment for rent,11 days ago,https://photos.zillowstatic.com/fp/cf36eadb373bbaa2f3cf497474bdb357-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""81 Monitor St #3r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""750""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""81 Monitor St #3R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72219,""longitude"":-73.942331},""url"":""https://www.zillow.com/homedetails/81-Monitor-St-3R-Brooklyn-NY-11222/2073177391_zpid/""}",https://www.zillow.com/homedetails/81-Monitor-St-3R-Brooklyn-NY-11222/2073177391_zpid/,"81 Monitor St #3R, Brooklyn, NY 11222","LISTING BY: DOLORES BUONOCORE, LREB","$2,125/mo",2,bds,1,ba,750,sqft,Apartment for rent,11 days ago,https://photos.zillowstatic.com/fp/010e6d1b5c9a8c227653a819054c753d-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""181 Freeman St Apt 1r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""181 Freeman St APT 1R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.734728,""longitude"":-73.954357},""url"":""https://www.zillow.com/homedetails/181-Freeman-St-APT-1R-Brooklyn-NY-11222/2073182384_zpid/""}",https://www.zillow.com/homedetails/181-Freeman-St-APT-1R-Brooklyn-NY-11222/2073182384_zpid/,"181 Freeman St APT 1R, Brooklyn, NY 11222",LISTING BY: CORCORAN,"$1,700/mo",1,bd,1,ba,--,sqft,Apartment for rent,12 days ago,https://photos.zillowstatic.com/fp/15e8bed7e721536cff0e3e56283cbe41-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""183 Huron St #2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""183 Huron St #2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.733335,""longitude"":-73.953855},""url"":""https://www.zillow.com/homedetails/183-Huron-St-2R-Brooklyn-NY-11222/2073202444_zpid/""}",https://www.zillow.com/homedetails/183-Huron-St-2R-Brooklyn-NY-11222/2073202444_zpid/,"183 Huron St #2R, Brooklyn, NY 11222",LISTING BY: NOBLE PROPERTY LLC (646-625-9161),"$2,700/mo",1,bd,1,ba,--,sqft,Apartment for rent,13 days ago,https://photos.zillowstatic.com/fp/0611c54bda566c657d8f57b32c9eb9d0-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""610 Manhattan Ave #2l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""610 Manhattan Ave #2L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723438,""longitude"":-73.950286},""url"":""https://www.zillow.com/homedetails/610-Manhattan-Ave-2L-Brooklyn-NY-11222/2073211585_zpid/""}",https://www.zillow.com/homedetails/610-Manhattan-Ave-2L-Brooklyn-NY-11222/2073211585_zpid/,"610 Manhattan Ave #2L, Brooklyn, NY 11222","LISTING BY: BELVEDERE BRIDGE REALTY, LLC (718-416-1111)","$2,790/mo",2,bds,1,ba,--,sqft,Apartment for rent,13 days ago,https://photos.zillowstatic.com/fp/8c0272f4bda6bc2c87b85b78acc2f0af-p_e.jpg,Save this home
,https://www.zillow.com/b/977-manhattan-ave-brooklyn-ny-3mZW/,"977 Manhattan Ave, Brooklyn, NY",,"$3,000+",,1 bd,,,,,,13 days ago,https://photos.zillowstatic.com/fp/00ed60382bff1bab9ed9a7268d3c23e4-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""352 Mcguinness Blvd Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""750""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""352 Mcguinness Blvd APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.734546,""longitude"":-73.95199},""url"":""https://www.zillow.com/homedetails/352-Mcguinness-Blvd-APT-1L-Brooklyn-NY-11222/2095328277_zpid/""}",https://www.zillow.com/homedetails/352-Mcguinness-Blvd-APT-1L-Brooklyn-NY-11222/2095328277_zpid/,"352 Mcguinness Blvd APT 1L, Brooklyn, NY 11222",LISTING BY: HOME BY CHOICE LLC (917-686-8748),"$2,495/mo",1,bd,1,ba,750,sqft,Apartment for rent,Open: Fri. 9am-7pm,https://photos.zillowstatic.com/fp/0771411d8b578a8d62e981a56d78f958-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""154 Nassau Ave Floor 2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""154 Nassau Ave FLOOR 2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724807,""longitude"":-73.94694},""url"":""https://www.zillow.com/homedetails/154-Nassau-Ave-FLOOR-2-Brooklyn-NY-11222/2073236641_zpid/""}",https://www.zillow.com/homedetails/154-Nassau-Ave-FLOOR-2-Brooklyn-NY-11222/2073236641_zpid/,"154 Nassau Ave FLOOR 2, Brooklyn, NY 11222",LISTING BY: NORTHSIDE PLAZA INC.,"$2,500/mo",2,bds,2,ba,--,sqft,Apartment for rent,14 days ago,https://photos.zillowstatic.com/fp/1b719e30c228d1cb6887eed299291e29-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""51 Newel St #3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""51 Newel St #3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724191,""longitude"":-73.947319},""url"":""https://www.zillow.com/homedetails/51-Newel-St-3L-Brooklyn-NY-11222/2073248330_zpid/""}",https://www.zillow.com/homedetails/51-Newel-St-3L-Brooklyn-NY-11222/2073248330_zpid/,"51 Newel St #3L, Brooklyn, NY 11222","LISTING BY: PROPER REAL ESTATE, LLC (718-389-5833)","$1,999/mo",1,bd,1,ba,--,sqft,Apartment for rent,14 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
,https://www.zillow.com/b/729-meeker-ave-brooklyn-ny-3nzj/,"729 Meeker Ave, Brooklyn, NY",,"$2,850 ","$3,200 ",4 bds,,5 bds,,,,14 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
,https://www.zillow.com/b/108-greenpoint-ave-brooklyn-ny-3mqt/,"108 Greenpoint Ave, Brooklyn, NY",,"$2,099+",,1 bd,,,,,,15 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""89 Greenpoint Ave Apt 3a, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""89 Greenpoint Ave APT 3A"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.730203,""longitude"":-73.95673},""url"":""https://www.zillow.com/homedetails/89-Greenpoint-Ave-APT-3A-Brooklyn-NY-11222/2103455592_zpid/""}",https://www.zillow.com/homedetails/89-Greenpoint-Ave-APT-3A-Brooklyn-NY-11222/2103455592_zpid/,"89 Greenpoint Ave APT 3A, Brooklyn, NY 11222",LISTING BY: HANCOCK ASSOCIATES LLC,"$2,300/mo",1,bd,1,ba,800,sqft,Apartment for rent,Open: Sat. 12:30-3:30pm,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""202 Java St Apt 3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""202 Java St APT 3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.731586,""longitude"":-73.952476},""url"":""https://www.zillow.com/homedetails/202-Java-St-APT-3L-Brooklyn-NY-11222/2093537165_zpid/""}",https://www.zillow.com/homedetails/202-Java-St-APT-3L-Brooklyn-NY-11222/2093537165_zpid/,"202 Java St APT 3L, Brooklyn, NY 11222",LISTING BY: CODA REAL ESTATE NYC (917-678-7941),"$3,050/mo",4,bds,1,ba,--,sqft,Apartment for rent,16 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""110 N Henry St Apt 2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""110 N Henry St APT 2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723025,""longitude"":-73.942837},""url"":""https://www.zillow.com/homedetails/110-N-Henry-St-APT-2R-Brooklyn-NY-11222/2100912864_zpid/""}",https://www.zillow.com/homedetails/110-N-Henry-St-APT-2R-Brooklyn-NY-11222/2100912864_zpid/,"110 N Henry St APT 2R, Brooklyn, NY 11222",LISTING BY: CODA REAL ESTATE NYC (917-678-7941),"$2,575/mo",3,bds,1,ba,"1,000",sqft,Apartment for rent,16 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""155 Greenpoint Ave Apt 4r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""550""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""155 Greenpoint Ave APT 4R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73048,""longitude"":-73.953571},""url"":""https://www.zillow.com/homedetails/155-Greenpoint-Ave-APT-4R-Brooklyn-NY-11222/2078120263_zpid/""}",https://www.zillow.com/homedetails/155-Greenpoint-Ave-APT-4R-Brooklyn-NY-11222/2078120263_zpid/,"155 Greenpoint Ave APT 4R, Brooklyn, NY 11222",LISTING BY: INK REALTY SERVICES LLC (516-784-7367),"$2,400/mo",2,bds,2,ba,550,sqft,Apartment for rent,16 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11 Clifford Pl Apt 1r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11 Clifford Pl APT 1R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726667,""longitude"":-73.95574},""url"":""https://www.zillow.com/homedetails/11-Clifford-Pl-APT-1R-Brooklyn-NY-11222/2094635312_zpid/""}",https://www.zillow.com/homedetails/11-Clifford-Pl-APT-1R-Brooklyn-NY-11222/2094635312_zpid/,"11 Clifford Pl APT 1R, Brooklyn, NY 11222",LISTING BY: NATIVE REAL ESTATE LLC (347-348-6137),"$2,167/mo",1,bd,1,ba,--,sqft,Apartment for rent,16 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""153 India St #3c, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""153 India St #3C"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732618,""longitude"":-73.953826},""url"":""https://www.zillow.com/homedetails/153-India-St-3C-Brooklyn-NY-11222/2073403750_zpid/""}",https://www.zillow.com/homedetails/153-India-St-3C-Brooklyn-NY-11222/2073403750_zpid/,"153 India St #3C, Brooklyn, NY 11222",LISTING BY: IN HAUS LLC,"$2,660/mo",1,bd,1,ba,--,sqft,Apartment for rent,16 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""131 Engert Ave Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""725""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""131 Engert Ave APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.721832,""longitude"":-73.945431},""url"":""https://www.zillow.com/homedetails/131-Engert-Ave-APT-1L-Brooklyn-NY-11222/2087113035_zpid/""}",https://www.zillow.com/homedetails/131-Engert-Ave-APT-1L-Brooklyn-NY-11222/2087113035_zpid/,"131 Engert Ave APT 1L, Brooklyn, NY 11222","LISTING BY: DOLORES BUONOCORE, LREB","$1,999/mo",2,bds,1,ba,725,sqft,Apartment for rent,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""96 Diamond St Apt 1a, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""650""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""96 Diamond St APT 1A"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726105,""longitude"":-73.946841},""url"":""https://www.zillow.com/homedetails/96-Diamond-St-APT-1A-Brooklyn-NY-11222/2112213686_zpid/""}",https://www.zillow.com/homedetails/96-Diamond-St-APT-1A-Brooklyn-NY-11222/2112213686_zpid/,"96 Diamond St APT 1A, Brooklyn, NY 11222",LISTING BY: DREAM SPACE REALTY (917-515-4624),"$2,000/mo",1,bd,1.5,ba,650,sqft,Apartment for rent,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""291 Eckford St Apt 3r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""415""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""291 Eckford St APT 3R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729038,""longitude"":-73.952053},""url"":""https://www.zillow.com/homedetails/291-Eckford-St-APT-3R-Brooklyn-NY-11222/2090629909_zpid/""}",https://www.zillow.com/homedetails/291-Eckford-St-APT-3R-Brooklyn-NY-11222/2090629909_zpid/,"291 Eckford St APT 3R, Brooklyn, NY 11222","LISTING BY: PROPER REAL ESTATE, LLC (718-389-5833)","$1,699/mo",1,bd,1,ba,415,sqft,Apartment for rent,18 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
